age,bmi,children,sex,smoker,region,output
-0.8010521857014459,0.0,0.0,0.0,0.0,0.0,-734.0682500000003
0.0,-1.3381698901788615,0.0,0.0,0.0,0.0,568.9317499999997
0.0,0.0,0.5993523158743895,0.0,0.0,0.0,1369.9317499999997
0.0,0.0,2.2681258158743898,0.0,0.0,2.0,1098.9317499999997
0.0,0.16559370982113863,0.0,0.0,0.0,0.0,1114.9317499999997
1.070959914298554,0.0,0.0,0.0,0.0,2.0,8221.93175
0.0,4.358958709821138,0.0,0.0,0.0,0.0,3575.9317499999997
0.0,3.6612087098211386,0.0,0.0,0.0,3.0,1245.9317499999997
0.0,0.6891919098211386,0.0,0.0,0.0,0.0,700.9317499999997
0.376520814298554,0.0,0.0,0.0,0.0,3.0,3505.9317499999997
0.0,-0.16077929017886128,0.0,0.0,0.0,3.0,1061.9317499999997
0.0,3.8938302098211386,1.4730812158743896,0.0,0.0,0.0,4311.93175
0.0,0.0,-0.5705046841256105,0.0,0.0,0.0,916.9317499999997
0.0,-0.6620682901788614,0.0,0.0,1.0,0.0,14248.93175
0.0,2.3978890098211387,0.0,0.0,0.0,0.0,1936.9317499999997
0.0,0.19810820982113864,0.0,0.0,0.0,0.0,1114.9317499999997
-0.4802993857014459,-0.39689619017886135,0.0,0.0,0.0,0.0,-222.06825000000026
0.701493814298554,1.2732590098211387,0.0,0.0,0.0,0.0,5377.93175
0.0,0.0,1.3329213158743896,0.0,0.0,0.0,1793.9317499999997
0.0,4.384532509821138,0.0,0.0,0.0,0.0,3575.9317499999997
0.0,0.0,2.2681258158743898,0.0,0.0,0.0,1891.9317499999997
0.0,0.0,2.3043569158743895,0.0,0.0,0.0,1891.9317499999997
0.310445814298554,0.0,2.2625908158743897,0.0,0.0,0.0,3664.9317499999997
0.0,0.46231230982113863,0.0,0.0,0.0,0.0,809.9317499999997
0.0,0.0,-0.6378658841256105,0.0,0.0,3.0,251.93174999999974
-0.39276098570144596,0.0,0.0,1.0,0.0,0.0,-444.06825000000026
0.0,3.6514562098211387,1.2731384158743895,0.0,0.0,0.0,4311.93175
0.0,0.0,-1.2614174841256105,0.0,0.0,2.0,138.93174999999974
0.0,4.101311909821138,0.0,0.0,0.0,1.0,2679.9317499999997
0.0,1.2795955098211387,0.0,0.0,0.0,0.0,1041.9317499999997
0.029635226363682987,0.0,0.0,0.0,0.0,0.0,1105.8242
0.0,0.0,0.05917396741867842,0.0,0.0,-1.0,1645.8242
0.0,0.0,3.3448175674186786,0.0,0.0,0.0,4607.8242
0.0,-1.390273696420608,0.0,0.0,0.0,1.0,782.8242
0.0,0.0,1.7989368674186785,0.0,0.0,2.0,1430.8242
0.0,0.0,4.057339667418678,0.0,0.0,0.0,3993.8242
0.0,2.4571638035793923,0.0,0.0,0.0,0.0,2606.8242
0.0,-1.070647596420608,0.0,0.0,0.0,0.0,1234.8242
0.0,3.5687474035793922,0.0,0.0,0.0,0.0,2606.8242
0.0,1.248678003579392,0.0,1.0,0.0,0.0,963.8242
0.0,0.0,0.1553032674186784,1.0,0.0,0.0,948.8242
1.432707026363683,0.0,0.0,0.0,0.0,0.0,6870.8242
0.0,0.32966810357939214,0.0,0.0,0.0,0.0,1072.8242
-1.089357973636317,0.0,0.0,0.0,0.0,-1.0,-705.1758
0.0,0.0,0.30829666741867845,0.0,0.0,0.0,1105.8242
0.900622526363683,0.0,2.8638897674186783,0.0,0.0,0.0,5383.8242
0.0,-1.4809441964206078,0.0,0.0,0.0,0.0,1222.8242
0.0,3.5660601035793924,0.0,0.0,0.0,0.0,2606.8242
0.4796017263636829,0.0,0.0,0.0,0.0,0.0,2961.8242
0.0,0.0,2.0570178674186783,0.0,0.0,0.0,2344.8242
-0.37735107363631704,0.0,0.0,0.0,0.0,-1.0,319.8242
0.0,3.218585103579392,0.0,0.0,0.0,0.0,2606.8242
0.0,-1.8175936964206079,0.0,0.0,0.0,0.0,1584.8242
0.0,-1.317290796420608,0.0,0.0,0.0,0.0,1222.8242
0.0,0.43288680357939213,0.0,1.0,0.0,0.0,958.8242
0.0,-0.8129995964206079,0.0,0.0,0.0,0.0,1276.8242
-1.2566566736363172,0.0,0.0,0.0,0.0,0.0,-1715.1758
0.0,0.0,0.7682043674186785,0.0,0.0,0.0,1557.8242
0.0,0.0,0.7960521674186785,0.0,1.0,0.0,25273.8242
0.0,0.0,3.5955864674186784,1.0,0.0,0.0,4472.8242
0.0,2.3518455487946395,0.0,0.0,0.0,0.0,16981.01685
-2.6124465000611625,0.0,0.0,0.0,0.0,0.0,-11182.98315
0.0,0.0,2.2404301674186784,0.0,0.0,0.0,-4066.98315
0.0,0.0,1.5823926674186786,0.0,0.0,2.0,-3483.98315
0.0,0.0,1.7613216674186785,0.0,0.0,2.0,-3438.98315
-1.4128086000611626,0.0,2.8807737674186784,0.0,0.0,0.0,-6101.98315
-2.2867413000611627,0.0,0.0,0.0,0.0,0.0,-10428.98315
0.0,1.0308851487946398,0.0,0.0,0.0,0.0,15240.01685
-2.0714977000611623,0.0,0.0,0.0,0.0,0.0,-9748.98315
0.0,0.0,2.3777840674186788,0.0,0.0,0.0,-4066.98315
0.0,0.0,0.0,0.0,0.0,0.0,-2495.98315
0.0,1.9947303487946395,0.0,0.0,0.0,0.0,16829.01685
-2.8329078000611627,0.0,0.0,0.0,-1.0,0.0,-24787.98315
0.0,3.7533633487946396,1.0116835674186784,0.0,0.0,0.0,27201.01685
-3.2741175000611626,1.3456847487946397,0.0,0.0,0.0,0.0,5701.01685
0.0,0.0,1.8111145674186786,0.0,0.0,0.0,-4066.98315
-1.6000137000611625,0.0,0.0,1.0,0.0,0.0,-8493.98315
-1.3856166000611625,0.0,0.0,1.0,0.0,0.0,-2933.98315
0.0,0.0,0.5374044674186784,0.0,0.0,-1.0,-3326.98315
0.0,0.0,4.047270867418678,0.0,-1.0,0.0,-1590.98315
-2.1607407000611625,0.0,0.0,0.0,0.0,2.0,-9828.98315
0.0,0.0,2.7596319674186782,0.0,0.0,0.0,-4066.98315
-0.4691440000611624,0.0,0.0,0.0,0.0,0.0,-3411.98315
0.0,4.026790248794639,0.0,0.0,0.0,0.0,27055.01685
-0.13880300006116242,0.0,0.0,0.0,-1.0,0.0,-12897.98315
0.0,0.0,1.0300808674186785,0.0,-1.0,0.0,-9802.98315
0.0,0.6864806487946397,0.0,0.0,0.0,0.0,13929.01685
0.0,-0.019300151205360327,0.0,0.0,0.0,0.0,-2699.98315
0.0,-1.0943248512053603,0.0,1.0,0.0,0.0,-4995.98315
0.0,0.0,2.8050853674186786,0.0,0.0,0.0,-4066.98315
0.0,1.4332788561456389,0.0,0.0,0.0,0.0,811.1064499999993
0.0,1.141869256145639,0.0,-1.0,0.0,0.0,775.1064499999993
-1.5217557759309048,0.0,0.0,0.0,0.0,0.0,-2579.8935500000007
0.0,0.0,0.926409140102245,0.0,0.0,0.0,1242.1064499999993
-0.5658386759309048,0.0,0.0,0.0,0.0,0.0,-1603.8935500000007
0.8990503240690952,0.0,0.0,0.0,0.0,2.0,6914.106449999999
0.9618005240690952,0.0,0.0,0.0,0.0,0.0,7823.106449999999
0.0,3.111512456145639,0.0,0.0,0.0,0.0,2567.1064499999993
0.0,0.0,-1.5867881598977551,0.0,0.0,-1.0,761.1064499999993
