age,bmi,children,sex,smoker,region,output
0.536375014298554,0.0,0.0,0.0,0.0,0.0,1923.9317499999997
0.0,0.0,1.2924883158743894,0.0,0.0,0.0,712.9317499999997
0.0,0.0,0.42637451587438957,0.0,0.0,3.0,-520.0682500000003
-0.894917585701446,0.0,1.8243600158743898,0.0,0.0,0.0,-2325.0682500000003
0.0,3.8957174098211387,0.0,0.0,0.0,0.0,7702.93175
1.2967044142985542,0.0,0.0,0.0,0.0,0.0,4787.93175
0.0,-1.2269325901788615,1.8252680158743897,0.0,0.0,0.0,-1410.0682500000003
0.0,0.0,0.4270420158743894,0.0,0.0,0.0,170.93174999999974
0.0,-1.2194286901788614,0.0,0.0,0.0,0.0,-2538.0682500000003
0.0,0.0,2.44829441587439,0.0,0.0,0.0,1435.9317499999997
0.0,1.7743379098211385,0.0,0.0,0.0,0.0,3455.9317499999997
-0.890768885701446,0.47900900982113864,0.0,0.0,0.0,0.0,-2493.0682500000003
0.0,0.0,-0.8417952841256106,0.0,0.0,1.0,-853.0682500000003
-1.6265571857014458,0.0,0.0,0.0,0.0,0.0,-6223.06825
0.0,3.6885001098211387,0.0,0.0,0.0,2.0,6827.93175
0.0,0.4581785098211386,0.0,0.0,0.0,0.0,820.9317499999997
0.0,4.473430409821138,0.0,0.0,0.0,0.0,8859.93175
0.0,0.0,1.7484373158743898,0.0,0.0,0.0,997.9317499999997
0.0,0.0,0.3480575158743894,0.0,0.0,1.0,-109.06825000000026
0.0,1.5364228098211385,0.0,0.0,0.0,0.0,2979.9317499999997
0.0,0.0,1.8010460158743897,0.0,0.0,0.0,1030.9317499999997
0.0,0.0,0.9523161158743895,1.0,0.0,0.0,429.93174999999974
0.0,1.9028713098211387,0.0,0.0,0.0,0.0,3712.9317499999997
-1.6744168857014459,0.0,2.1361656158743894,0.0,0.0,0.0,-5067.06825
-0.44619268570144593,3.067978109821139,0.0,0.0,0.0,0.0,4364.93175
0.0,-0.9606790901788614,0.0,0.0,0.0,0.0,-2020.0682500000003
0.0,0.0,1.0077186158743894,0.0,0.0,0.0,533.9317499999997
0.0,0.0,-0.5019738841256105,0.0,1.0,0.0,23346.93175
0.0,0.0,-1.1221088841256106,0.0,0.0,0.0,-799.0682500000003
0.0,0.0,-1.3564662841256105,0.0,0.0,0.0,-946.0682500000003
0.0,3.098046203579392,0.0,0.0,0.0,0.0,7837.8242
-1.2198615736363172,0.0,0.0,0.0,0.0,0.0,-2960.1758
0.0,0.0,1.4003646674186785,0.0,0.0,0.0,2511.8242
-0.560546573636317,0.0,0.0,1.0,0.0,0.0,-546.1758
0.0,-0.21213209642060787,3.5108988674186783,0.0,0.0,0.0,3407.8242
0.738645126363683,0.0,0.0,0.0,0.0,0.0,4416.8242
0.0,0.0,2.9535897674186784,0.0,0.0,0.0,3483.8242
-0.797739173636317,0.0,0.0,0.0,0.0,0.0,-1370.1758
0.0,2.6192973035793923,0.0,0.0,0.0,0.0,6878.8242
-1.2479816736363172,0.0,0.0,0.0,0.0,0.0,-3066.1758
0.0,0.0,3.6192275674186782,0.0,0.0,2.0,3439.8242
0.0,1.718566203579392,0.0,0.0,0.0,-1.0,5305.8242
0.0,-0.43568259642060786,0.0,0.0,0.0,0.0,762.8242
0.0,-1.385294896420608,1.1450820674186784,0.0,0.0,0.0,-422.1758
0.0,0.0,2.0860973674186782,0.0,0.0,0.0,2940.8242
1.5312798263636829,0.0,0.0,0.0,0.0,0.0,7402.8242
0.0,0.0,3.3249347674186787,0.0,0.0,0.0,3715.8242
1.6527813263636828,3.281951803579392,0.0,0.0,0.0,0.0,14431.8242
1.082899226363683,-0.5498911964206079,0.0,0.0,0.0,0.0,4612.8242
1.2045178263636829,0.0,0.0,0.0,0.0,0.0,6171.8242
0.0,0.0,2.7000268674186785,0.0,0.0,0.0,3324.8242
-1.220378973636317,0.0,0.0,0.0,0.0,0.0,-2962.1758
-0.535605973636317,0.0,0.0,0.0,0.0,0.0,-383.1758
0.842536226363683,0.0,0.0,0.0,0.0,0.0,4808.8242
0.528770626363683,0.0,0.0,0.0,0.0,0.0,3626.8242
-1.1077193736363171,0.0,0.0,0.0,0.0,0.0,-2538.1758
1.8730255263636828,0.0,0.7448356674186785,0.0,0.0,0.0,9156.8242
-0.824667173636317,0.0,3.8172413674186783,0.0,0.0,0.0,917.8242
0.0,0.0,1.5598801674186784,0.0,0.0,0.0,2610.8242
0.0,1.0335696035793922,1.5351684674186785,0.0,0.0,0.0,4664.8242
0.0,-0.5497075512053603,2.9925159674186785,0.0,0.0,0.0,8586.01685
-0.9884969000611624,0.3266382487946397,0.0,0.0,0.0,0.0,4744.01685
-1.6053514000611624,0.0,0.0,0.0,0.0,0.0,1767.01685
-0.15478770006116238,2.64983764879464,0.0,0.0,0.0,0.0,12536.01685
0.0,0.0,3.5646837674186784,0.0,0.0,0.0,10045.01685
-0.4514032000611625,0.0,0.0,0.0,0.0,0.0,6113.01685
0.0,2.2504164487946396,0.0,0.0,0.0,0.0,12319.01685
0.0,0.44722504879463965,0.0,0.0,0.0,0.0,8709.01685
-0.9259484000611625,0.0,1.7111521674186785,0.0,0.0,0.0,5397.01685
-3.2414443000611626,0.0,0.0,0.0,0.0,0.0,-4395.98315
0.0,2.56877234879464,0.0,0.0,-1.0,0.0,-10800.98315
-2.6158726000611625,0.0,3.7319355674186783,0.0,0.0,0.0,296.01685
-2.1603682000611624,0.9103382487946396,0.0,0.0,0.0,0.0,1499.01685
-0.9797483000611624,0.0,0.0,0.0,0.0,0.0,4123.01685
-0.012826500061162482,0.0,0.0,0.0,0.0,0.0,7765.01685
-1.2007301000611625,0.0,2.7127543674186785,0.0,0.0,0.0,4989.01685
-0.9779594000611624,0.0,3.7579757674186784,0.0,0.0,0.0,6482.01685
0.0,0.0,4.1445586674186785,0.0,0.0,0.0,10408.01685
0.0,0.0,1.7901444674186784,0.0,0.0,0.0,8934.01685
-2.4096973000611626,0.0,0.0,0.0,0.0,2.0,-1722.98315
-2.1734169000611625,0.0,3.1739589674186783,0.0,0.0,0.0,1614.01685
0.0,0.0,2.263470567418678,0.0,0.0,0.0,9231.01685
0.0,0.0,3.9251266674186787,0.0,0.0,0.0,10271.01685
0.0,2.4256882487946396,0.0,0.0,0.0,0.0,12670.01685
-2.7147825000611627,0.0,0.0,0.0,0.0,0.0,-2411.98315
0.0,0.0,3.8632649674186785,0.0,0.0,0.0,10232.01685
0.0,-0.15923065120536029,1.3452946674186785,0.0,0.0,0.0,8337.01685
-1.7372959000611625,0.0,1.1971450674186785,0.0,0.0,0.0,2019.01685
-3.0497257000611624,0.0,3.9747351674186784,0.0,0.0,0.0,-1185.98315
0.0,0.0,1.3332965674186785,1.0,0.0,0.0,8578.01685
0.0,0.571573356145639,-0.21518525989775505,0.0,0.0,0.0,1381.1064499999993
-1.5034415759309048,0.0,0.0,0.0,0.0,0.0,-5291.893550000001
0.6520276240690952,-0.9994453438543609,0.0,0.0,0.0,0.0,827.1064499999993
0.0,0.0,1.451132040102245,0.0,0.0,0.0,1280.1064499999993
-0.12274767593090469,0.0,0.0,0.0,0.0,0.0,-90.89355000000069
0.0,0.0,-1.484417759897755,0.0,0.0,0.0,-557.8935500000007
0.0,0.0,-0.936309259897755,0.0,0.0,0.0,-214.8935500000007
1.0340609240690952,0.0,0.0,0.0,0.0,0.0,4267.106449999999
0.0,0.0,-0.24238005989775502,0.0,0.0,0.0,220.1064499999993
0.0,-1.154831843854361,0.0,0.0,0.0,0.0,-1940.8935500000007
-1.6219325759309047,0.0,-2.449587159897755,0.0,0.0,0.0,-7270.893550000001
0.0,1.045104956145639,0.0,0.0,0.0,0.0,2464.1064499999993
0.0,0.0,-1.132014759897755,0.0,0.0,0.0,-336.8935500000007
-1.0428408759309047,0.0,0.0,0.0,0.0,0.0,-3556.8935500000007
0.0,0.0,-2.377897859897755,0.0,1.0,0.0,22641.10645
-1.3533187759309047,4.483379556145639,0.0,0.0,0.0,0.0,4250.106449999999
0.0,0.0,-1.5808175598977552,0.0,0.0,0.0,-617.8935500000007
0.0,-0.6111427438543611,0.0,0.0,1.0,0.0,22906.10645
0.0,2.821146356145639,0.0,0.0,0.0,0.0,6020.106449999999
0.0,0.5711846561456391,0.0,0.0,0.0,0.0,1515.1064499999993
-0.6784645759309047,0.0,0.0,0.0,0.0,0.0,-2183.8935500000007
-0.4250361759309047,0.0,0.0,0.0,0.0,0.0,-1228.8935500000007
0.0,0.0,-0.5740736598977552,0.0,1.0,0.0,23770.10645
-0.4410571759309047,0.0,0.0,0.0,0.0,0.0,-1289.8935500000007
0.0,1.0801472561456391,0.0,0.0,0.0,0.0,2534.1064499999993
0.0,3.816134356145639,0.0,0.0,0.0,-1.0,8242.10645
0.0,0.0,0.0,-1.0,0.0,0.0,441.1064499999993
-1.2415489759309046,0.0,-0.15582515989775514,0.0,0.0,0.0,-4402.893550000001
0.0,0.0,0.7422917401022451,-1.0,0.0,0.0,906.1064499999993
-1.9833606759309048,0.0,0.0,0.0,1.0,0.0,16658.10645
0.0,2.519531791327726,0.0,0.0,-1.0,0.0,-25804.2918
1.2543028602644821,0.0,0.0,0.0,0.0,-1.0,-2136.291799999999
1.756295160264482,3.121336391327726,0.0,0.0,0.0,0.0,5773.708200000001
0.0,0.0,1.1565104674186784,0.0,0.0,0.0,-6367.291799999999
2.692535760264482,0.0,0.0,0.0,0.0,2.0,2591.708200000001
0.0,1.7693338913277263,4.146462367418678,0.0,0.0,0.0,-953.2917999999991
0.0,0.0,1.8438484674186784,0.0,0.0,0.0,-5936.291799999999
0.0,2.2171991913277265,0.0,0.0,0.0,0.0,-2652.291799999999
0.0,0.6778141913277264,0.0,0.0,-1.0,0.0,-29491.2918
0.0,1.4795106913277265,0.0,0.0,0.0,0.0,-4128.291799999999
0.5984801602644821,0.0,0.0,0.0,-1.0,0.0,-28594.2918
0.0,-1.4147875086722737,0.0,0.0,0.0,0.0,-9923.291799999999
0.0,0.0,1.4225913674186783,0.0,0.0,2.0,-6660.291799999999
0.0,-0.32302510867227363,0.0,0.0,0.0,0.0,-7737.291799999999
0.0,0.0,0.0,0.0,0.0,0.0,-7091.291799999999
1.1213086602644822,0.02146909132772637,0.0,0.0,0.0,0.0,-2824.291799999999
0.0,0.0,3.5763060674186784,0.0,0.0,0.0,-4852.291799999999
0.0,3.207288291327726,0.0,0.0,0.0,0.0,-669.2917999999991
0.0,0.0,4.121286967418678,-1.0,0.0,0.0,-4441.291799999999
2.153884460264482,0.0,0.0,0.0,0.0,0.0,1022.7082000000009
0.0,0.0,0.0,0.0,0.0,0.0,-7091.291799999999
2.101881260264482,0.0,0.0,0.0,-1.0,0.0,-22931.2918
