age,bmi,children,sex,smoker,region,output
-0.395218785701446,0.0,0.0,0.0,0.0,0.0,-2353.0682500000003
0.0,0.0,-0.1996797841256105,0.0,0.0,0.0,-575.0682500000003
0.4818872142985541,0.0,0.0,0.0,0.0,0.0,4247.93175
-0.43680148570144595,0.0,0.0,0.0,0.0,0.0,-2353.0682500000003
0.0,1.7946624098211386,0.0,0.0,0.0,0.0,796.9317499999997
0.0,0.0,-1.1609309841256106,0.0,0.0,2.0,-575.0682500000003
-0.18308558570144595,0.0,0.0,0.0,0.0,0.0,-2353.0682500000003
0.0,0.0,0.0,0.0,0.0,2.0,-575.0682500000003
0.876973414298554,0.0,0.0,0.0,1.0,0.0,17452.93175
0.0,2.1011349098211385,0.0,0.0,0.0,1.0,796.9317499999997
0.0,0.0,1.4372208158743898,0.0,0.0,1.0,-575.0682500000003
0.0,0.0,0.26557971587438944,0.0,0.0,0.0,-575.0682500000003
-0.7766590857014459,1.9048424098211387,0.0,0.0,0.0,0.0,-2353.0682500000003
1.118926214298554,0.0,0.0,0.0,0.0,0.0,6246.93175
0.824622514298554,0.0,0.0,0.0,0.0,0.0,4247.93175
-0.9254211857014459,0.0,0.0,1.0,0.0,0.0,-1014.0682500000003
0.0,0.0,-0.10769048412561055,0.0,0.0,0.0,-575.0682500000003
0.7965351142985541,0.0,0.0,0.0,0.0,0.0,4247.93175
-0.938831585701446,0.0,0.0,0.0,0.0,0.0,-1014.0682500000003
0.0,0.0,-0.15453718412561057,0.0,0.0,0.0,-575.0682500000003
-0.9629694857014459,0.0,0.0,0.0,1.0,0.0,11071.93175
0.0,0.0,0.0,0.0,0.0,1.0,-575.0682500000003
0.0,0.0,0.9222954158743896,0.0,0.0,0.0,-575.0682500000003
-1.7482477857014458,0.0,0.0,0.0,0.0,0.0,-1014.0682500000003
0.0,0.0,2.3525437158743894,0.0,0.0,2.0,-575.0682500000003
0.0,3.0571141098211387,0.0,0.0,0.0,0.0,796.9317499999997
0.0,0.0,0.6172492158743895,0.0,0.0,0.0,-575.0682500000003
0.542591014298554,0.0,-1.0007517841256106,0.0,0.0,0.0,4247.93175
0.0,2.5170240098211387,0.0,0.0,0.0,0.0,796.9317499999997
-1.8367226857014458,0.0,0.0,0.0,0.0,0.0,-1014.0682500000003
